Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,casecost (product.metafields.custom.casecost),caseqty (product.metafields.custom.caseqty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Flavor (product.metafields.shopify.flavor),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
surati-penne-fryums-400gm,SURATI - PENNE FRYUMS - 400GM,<p>SURATI - PENNE FRYUMS  - 400GM</p>,Surati,"Food, Beverages & Tobacco > Food Items > Pasta & Noodles","","",true,Title,Default Title,,,,,,,,'068656014031,400.0,,0,deny,manual,3.99,,true,true,,,,,'068656014031,,,,false,,,434,,,,,,,,,,,,,,,,,,,,,,g,,,active
surati-star-fryums-400gm,SURATI - STAR FRYUMS - 400GM,<p>SURATI - STAR FRYUMS - 400GM</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Snack Foods > Chips","","",true,Title,Default Title,,,,,,,,'068656014024,400.0,,0,deny,manual,3.99,,true,true,,,,,'068656014024,,,,false,,,2392,,,,,,,,,,,,,,,,,,,,,,g,,,active
surti-okra-fryums-400gm,SURATI - OKRA FRYUMS - 400GM,<p>SURATI  - OKRA FRYUMS - 400GM</p>,SURATI,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables > Fresh & Frozen Vegetables > Okra","","",true,Title,Default Title,,,,,,,,'068656014048,400.0,,-1,deny,manual,3.99,,true,true,,,,,'068656014048,,,,false,,,6657,,,,,,,,,,,,,,,,,,,,,,g,,,active
untitled-feb15_10-25,SURATI - MIXED FRYUMS- 400GM,<p>SURATI - MIXED FRYUMS - 400GM</p>,SURATI,,"",Chips,true,Title,Default Title,,,,,,,,'068656014062,400.0,,0,deny,manual,3.99,,true,true,,,,,'0686560140062,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
untitled-feb11_18-15,Untitled Feb11_18:15,,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
haldiram-boondi-salted-400gm,HALDIRAM - BOONDI SALTED - 400GM,<p>HALDIRAM - BOONDI SALTED - 400GM</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Snack Foods > Trail & Snack Mixes","","",true,Title,Default Title,,,,,,,,'8904063253248,400.0,,-1,deny,manual,2.99,,true,true,,,,,'8904063253248,,,,false,,,5745,,,,,,,,,,,,,,,,,,,,,,g,,,active
apna-taste-kaju-burfi-400gm,APNA TASTE - KAJU BURFI - 400GM,<p>APNA TASTE - KAJU BURFI - 400GM</p>,APNA TASTE,"Food, Beverages & Tobacco > Food Items > Prepared Foods","","",true,Title,Default Title,,,,,,,,'628965001551,400.0,,-1,deny,manual,9.99,,true,true,,,,,'628965001551,,,,false,,,5814,,,,,,,,,,,,,,,,,,,,,,g,,,active
daawat-everyday-basmati-rice-4kg,DAAWAT EVERYDAY BASMATI RICE-4KG- code888,<p>DAAWAT EVERYDAY BASMATI RICE-4KG</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal > Rice","","",true,Title,Default Title,,,,,,,,'840437500045,4000.0,,-23,deny,manual,11.99,12.99,true,true,,,,,'840437500045,,,,false,,,4682,,,,,,,,,,,,,,,,,,,,,,kg,,9.00,active
mtr-instant-khatta-meetha-poha-cups-80gm,MTR -INSTANT KHATTA MEETHA POHA CUPS-80GM,<p>MTR -INSTANT KHATTA MEETHA POHA CUPS-80GM</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Prepared Foods > Prepared Meals & Entrées","","",true,Title,Default Title,,,,,,,,'8901042968209,80.0,,-2,deny,manual,1.99,2.49,true,true,,,,,'8901042968209,,,,false,,,499988,,,,,,,,,,,,,,,,,,,,,,g,,1.00,active
mtr-instant-poha-cups-80gm,MTR INSTANT POHA CUPS-80GM,<p>MTR INSTANT POHA CUP-80GM</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Prepared Foods > Prepared Meals & Entrées","","",true,Title,Default Title,,,,,,,,'8901042968193,82.0,,-10,deny,manual,1.99,2.49,true,true,,,,,'8901042968193,,,,false,,,499988,,,,,,,,,,,,,,,,,,,,,,g,,1.00,active
untitled-dec7_14-59,Untitled Dec7_14:59,,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
untitled-dec7_14-53,Untitled Dec7_14:53,,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
haldirams-aloo-bhujia-400g,HALDIRAMS- ALOO BHUJIA- 400G,<p>HALDIRAMS- ALOO BHUJIA- 400G</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Snack Foods > Trail & Snack Mixes","","",true,Title,Default Title,,,,,,,,'8904063230119,0.0,,-12,deny,manual,3.99,4.49,true,true,,,,,'8904063230119,,,,false,,,5745,,,,,,,,,,,,,,,,,,,,,,kg,,2.00,active
haldirams-plain-bhujia-400g,HALDIRAMS- PLAIN BHUJIA- 400G,<p>HALDIRAMS- PLAIN BHUJIA- 400G</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Pasta & Noodles","","",true,Title,Default Title,,,,,,,,'8904063230171,0.0,,-5,deny,manual,3.99,4.49,true,true,,,,,'8904063230171,,,,false,,,434,,,,,,,,,,,,,,,,,,,,,,kg,,2.00,active
untitled-dec7_14-24,TAVA FRESH MIX VEGETABLES PARATHA-675GM,<p>TAVA FRESH MIX VEGETABLES PARATHA-675GM</p>,apniroots Grocery,,"","",true,Title,Default Title,,,,,,,,'034689360100,0.0,,0,deny,manual,7.49,,true,true,,,,,'034689360100,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
haldirams-masala-moong-dal-400g,HALDIRAMS- MASALA MOONG DAL-400G,<p>HALDIRAMS- MASALA MOONG DAL-400G</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Snack Foods > Trail & Snack Mixes","","",true,Title,Default Title,,,,,,,,'8904063230065,0.0,,-9,deny,manual,3.99,4.49,true,true,,,,,'8904063230065,,,,false,,,5745,,,,,,,,,,,,,,,,,,,,,,kg,,2.00,active
lizzat-udad-black-pepper-papad-200g,LIZZAT- UDAD BLACK PEPPER PAPAD- 200G,<p>LIZZAT- UDAD BLACK PEPPER PAPAD- 200G</p>,LIZZAT,"Food, Beverages & Tobacco > Food Items > Snack Foods > Crackers","","",true,Title,Default Title,,,,,,,,'8901441011018,0.0,,-31,deny,manual,2.29,2.49,true,false,,,,,'8901441011018,,,,false,,,1445,,,,,,,,,,,,,,,,,,,,,,kg,,1.35,active
untitled-dec5_20-35,VADILAL SONA MASSORRI RICE- 20LB- code888,<p>VADILAL SONA MASOORI RICE - 20LB</p>,apniroots Grocery,Uncategorized,"","'-- Sale --, Rice",true,Title,Default Title,,,,,,,,'8901777534656,9071.8474,,-42,deny,manual,17.99,19.99,true,true,,,,,'8901777534656,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/rn-image_picker_lib_temp_ad61c1cc-f4b2-407e-8601-860f8a5e4e3d.jpg?v=1764985469,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.00,active
untitled-28oct_10-15,Untitled 28Oct_10:15,<p>BAJA - COOL ALMOND DROPS OIL - 300ML</p>,BAJAJ,Health & Beauty,"",Beauty - Hair Care,false,Title,Default Title,,,,,,,,'8906014761253,300.0,,0,deny,manual,4.49,,true,true,,,,,'8906014761253,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,draft
untitled-23oct_12-47,Untitled 23Oct_12:47,,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
everest-chicken-masala-100gm,EVEREST CHICKEN MASALA - 100GM,<p>EVEREST CHICKEN MASALA - 100GM</p>,EVEREST,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Herbs & Spices","",Masala Boxed,true,Title,Default Title,,,,,,,,,100.0,shopify,256385,deny,manual,2.99,,true,true,,,,,,,,,false,,,1529,,,,,,,,,,,,,,,,,,,,,,g,,,active
fireworks-noise-assortment-bomb-4pcs,Fireworks Noise Assortment - Bomb 4pcs,<p>Fireworks Noise Assortment - Bomb 4pcs</p>,FIREWORKS,Uncategorized,"","Diwali, donotship",true,Title,Default Title,,,,,,,,diwali22,500.0,,0,deny,manual,14.99,,true,true,,,,,diwali22,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMG_3561.png?v=1760738058,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fireworks-pataka-pack,Fireworks Pataka Pack,<p>Fireworks Pataka Pack</p>,FIREWORKS,Uncategorized,"","Diwali, donotship",true,Title,Default Title,,,,,,,,diwali22,500.0,,0,deny,manual,24.99,,true,true,,,,,diwali22,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMG_3558_d6f1e926-16a8-41d8-b802-efb879f3e287.png?v=1760738058,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
untitled-oct10_16-26,Untitled Oct10_16:26,<p>RANGOLI NET STENCIL </p>,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,archived
untitled-oct10_16-22,RANGOLI PLATE,<p>RANGOLI PLATE</p>,apniroots Grocery,,"",Diwali,true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0783/6404/9692/files/background-editor_output_4566059b-8f40-40f6-b7f2-cbe8f87cc659.png?v=1760127925,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-oct10_16-14,COLOURED WAX DIYA-12pc,<p>COLOURED WAX DIYA-12PC</p>,apniroots Grocery,,"",Diwali,true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_3d5d1a06-daa3-4ecf-b99f-64ac6b6c954c.png?v=1760127433,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-oct10_16-10,COLOURED WAX DIYA-6PC,<p>COLOURED WAX DIYA - 6PC</p>,apniroots Grocery,,"",Diwali,true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,3.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_9df92fd3-df69-4fe7-8e6e-c746bd3d152d.png?v=1760127268,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-oct10_16-06,PLAIN DIYA - 4PC,<p>PLAIN DIYA -  4PC</p>,apniroots Grocery,,"",Diwali,true,Title,Default Title,,,,,,,,,0.0,,-3,deny,manual,2.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_080325bd-f7f9-4043-ad78-c3345955a0fa.png?v=1760126973,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
5-diya-plate,5 DIYA PLATE,<p>5 DIYA PLATE</p>,apniroots Grocery,Home & Garden > Decor > Home Fragrances > Candles,"",Diwali,true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,5.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0783/6404/9692/files/background-editor_output_1c381bce-3b65-43ac-acfe-2aabdd6424ae.png?v=1760126752,1,"",false,,,588,,,,,,,,,,,,,,,,,,,,,,kg,,,active
5-diya-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_553a40ed-3715-4a72-b743-465cc6440410.png?v=1760126752,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
untitled-oct10_15-54,TULSI WAX DIYA - 4PC,<p>TULSI WAX DIYA - 4PC</p>,apniroots Grocery,,"",Diwali,true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,5.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0783/6404/9692/files/background-editor_output_c364ec6b-32f9-4511-b781-69f3fd7f32c6.png?v=1760126481,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-oct10_15-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_ace7da42-e85c-4693-abca-e4b29e345917.png?v=1760126480,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fte-gujju-s-instant-gota-mix-500gm,FTE-GUJJU’S INSTANT GOTA MIX-500GM,<p>FTE-GUJJU’S INSTANT GOTA MIX-500GM</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Prepared Foods > Prepared Appetizers & Side Dishes",Premix,"",true,Title,Default Title,,,,,,,,'982430013013,500.0,,0,deny,manual,3.49,,true,true,,,,,'982430013013,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/2520947C-2837-41EF-B93D-64E2654D13C1.png?v=1759697393,1,"",false,,,499989,,,,,,,,,,,,,,,,,,,,,,g,,,active
fte-gujju-s-instant-gota-mix-500gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/0ED5F12C-332D-47C6-A4CC-A927C7235573.png?v=1759697393,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
national-ginger-garlic-paste-750gm-1,National Ginger &Garlic Paste-750GM,<p>National Ginger &amp;Garlic Paste-750GM</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Condiments & Sauces",Ginger garlic paste,"",true,Title,Default Title,,,,,,,,'620514011783,750.0,,-8,deny,manual,5.99,,true,true,,,,,'620514011783,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/A950B340-AE39-4493-8E8C-289FA6B78FD9.png?v=1759695892,1,"",false,,,427,,,,,,,,,,,,,,,,,,,,,,g,,,active
national-ginger-garlic-paste-750gm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/5C1242A0-2F15-4890-97C3-3E5C6521A609.png?v=1759695891,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knorr-chicken-noodles-50gm,KNORR-CHICKEN NOODLES-50GM,<p>KNORR-CHICKEN NOODLES-50GM</p>,apniroots Grocery,"Food, Beverages & Tobacco > Food Items > Pasta & Noodles",Noodles,"",true,Title,Default Title,,,,,,,,'850057207989,50.0,,-16,deny,manual,0.99,,true,true,,,,,'850057207989,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/1A6B2659-F1CC-4BFA-BD65-7E2BD85EA0DD.png?v=1759695258,1,"",false,,,434,,,,,,,,,,,,,,,,,,,,,,g,,,active
knorr-chicken-noodles-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/57E9B974-C630-4F03-A1A6-5320E3AB49AA.png?v=1759695258,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
untitled-oct5_14-02,KNORR CHATT PATTA NOODLES- 50GM,<p>KNORR CHATT PATTA NOODLES-50GM</p>,apniroots Grocery,Uncategorized,Noodles,"",true,Title,Default Title,,,,,,,,'850057207958,50.0,,-45,deny,manual,0.79,0.99,true,true,,,,,'850057207958,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/D38D1D0E-68C9-448C-BD58-7D42EEAFD9C4.png?v=1759694811,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.30,active
untitled-oct5_14-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/509D6356-53E4-43A2-A3B8-F8ACB0FE8C57.png?v=1759694814,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chennai-caters-sona-masoori-rice-20lb,CHENNAI CATERS - SONA MASOORI RICE - 20LB- code888,<p>CHENNAI CATERS  - SONA MASOORI - 20LB</p>,CHENNAI CATERS,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal > Rice","",Rice,true,Title,Default Title,,,,,,,,'601201051183,9071.8474,,-3,deny,manual,20.99,,true,false,,,,,'601201051183,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_b1089efa-4dce-4e1f-8a12-b8fbadbefde0.png?v=1759254471,1,"",false,,,4682,,,,,,,,,,,,,,,,,,,,,,lb,,,active
chennai-caters-idli-and-dosa-rice-20lb,CHENNAI CATERS - IDLI AND DOSA RICE - 20LB- code888,<p>CHENNAI CATERS - IDLI AND DOSA RICE - 20LB</p>,CHENNAI CATERS,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal > Rice","",Rice,true,Title,Default Title,,,,,,,,'601201051220,9071.8474,shopify,-29,deny,manual,18.99,,true,false,,,,,'601201051220,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_cd6e0000-df59-4c56-8721-7bec1faa1a17.png?v=1759252780,1,"",false,,,4682,,,,,,,,,,,,,,,,,,,,,,lb,,,active
fte-sabudana-800gm,FTE - SABUDANA  - 800GM,<p>FTE - SABUDANA - 800GM</p>,CONTIL FROM THE EARTH,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Starch","",Rice,true,Title,Default Title,,,,,,,,'8904485500852,800.0,,-28,deny,manual,3.99,,true,false,,,,,'8904485500852,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_20a10ec8-9c69-4044-951f-63d4dea90f05.png?v=1758651746,1,"",false,,,5771,,,,,,,,,,,,,,,,,,,,,,g,,,active
fte-sabudana-1600gm,FTE - SABUDANA - 1600GM,<p>FTE - SABUDANA - 1600GM</p>,CONTIL FROM THE EARTH,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Starch","",Rice,true,Title,Default Title,,,,,,,,'8904485500869,1600.0,,-20,deny,manual,6.99,,true,false,,,,,'8904485500869,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_05d584fc-c866-442f-9482-4ee37c9104c2.png?v=1758651086,1,"",false,,,5771,,,,,,,,,,,,,,,,,,,,,,g,,,active
untitled-sep23_11-16,Untitled Sep23_11:16,,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
untitled-23sept_11-11,Untitled 23Sept_11:11,,apniroots Grocery,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
untitled-sep23_10-57,SHERBON - FALSA JUICE -1L,<p>SHERBON - FALSA JUICE - 1L</p>,apniroots Grocery,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'667064050183,958.61077494875,,0,deny,manual,3.99,,true,true,,,,,'667064050183,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_5d6e2fea-7c09-4363-9923-ed72cb8db4de.png?v=1758640319,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
swetha-multi-millet-atta-908gm,SWETHA - MULTI MILLET ATTA - 908GM,<p>SWETHA - MULTI MILLET ATTA - 908GM</p>,SWETHA,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Flour","",Flour,true,Title,Default Title,,,,,,,,'8906142010803,908.0,,-6,deny,manual,4.99,,true,false,,,,,'8906142010803,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_a9d46595-7595-4c89-bca0-3a8f6dda215e.png?v=1758047354,1,"",false,,,2775,,,,,,,,,,,,,,,,,,,,,,g,,,active
telugu-ragi-flour-908gm,TELUGU - RAGI FLOUR -908GM,<p>TELUGU - RAGI FLOUR - 908GM</p>,TELUGU,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Flour","",Flour,true,Title,Default Title,,,,,,,,'8906142017123,908.0,shopify,-20,deny,manual,3.99,,true,false,,,,,'8906142017123,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_50d75eea-2263-4ad5-80c9-c89536c224a3.png?v=1758044714,1,"",false,,,2775,,,,,,,,,,,,,,,,,,,,,,g,,,active
double-horse-rasam-powder-140gm,DOUBLE  HORSE  - RASAM POWDER  - 140GM,<p>DOUBLE HORSE  - RASAM POWDER - 140GM</p>,DOUBLE HORSE,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Herbs & Spices","",Masala Boxed,true,Title,Default Title,,,,,,,,'8904011508208,140.0,,0,deny,manual,3.99,,true,false,,,,,'8904011508208,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_852bea01-3809-47b3-8b43-e3b6c530a77b.png?v=1758044261,1,"",false,,,1529,,,,,,,,,,,,,,,,,,,,,,g,,,active
double-horse-rasam-powder-140gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_292c54a0-7ebf-4e26-b3c9-637a4d70d17a.png?v=1758044261,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-horse-chicken-masala-140gm,DOUBLE HORSE  - CHICKEN MASALA - 140GM,<p>DOUBLE HORSE  - CHICKEN MASALA  - 140GM</p>,DOUBLE HORSE,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Herbs & Spices","",Masala Boxed,true,Title,Default Title,,,,,,,,'8904011508178,140.0,,-2,deny,manual,3.99,,true,false,,,,,'8904011508178,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_bb6cb29e-f299-4301-bdd5-085d0e49d687.png?v=1758043113,1,"",false,,,1529,,,,,,,,,,,,,,,,,,,,,,g,,,active
double-horse-chicken-masala-140gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_841b353a-d654-40f2-954a-f1480a1f6076.png?v=1758043114,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-horse-unroasted-white-rice-powder-1kg,DOUBLE HORSE - UNROASTED WHITE RICE POWDER - 1KG,<p>DOUBLE HORSE - UNROASTED WHITE RICE POWDER  - 1KG</p>,DOUBLE HORSE,"Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Flour","",Flour,true,Title,Default Title,,,,,,,,'8904011505429,1000.0,,-2,deny,manual,5.99,,true,false,,,,,'8904011505429,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_c9c1e061-8f2b-48b9-8e5f-c7caeacea6cc.png?v=1758042267,1,"",false,,,2775,,,,,,,,,,,,,,,,,,,,,,kg,,,active
untitled-16sept_12-52,AACHI - KODO MILLET  - 1KG,<p>AACHI - KODO MILLET  -1KG</p>,AACHI,,"",Rice,true,Title,Default Title,,,,,,,,'8904209312969,1000.0,,-1,deny,manual,5.99,,true,false,,,,,'8904209312969,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_50ad3512-1830-4cbe-96d0-db72257be483.png?v=1758041818,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
aachi-foxtail-millet-1kg,AACHI - FOXTAIL MILLET - 1KG,<p>AACHI - FOXTAIL MILLET  - 1KG</p>,AACHI,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal > Millet","",Rice,true,Title,Default Title,,,,,,,,'8904209311061,1000.0,,-8,deny,manual,5.99,,true,false,,,,,'8904209311061,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_40a3993d-9fb6-4e6a-99a4-a8e134499d66.png?v=1758040696,1,"",false,,,4686,,,,,,,,,,,,,,,,,,,,,,kg,,,active
aachi-barnyard-millet-1kg,AACHI - BARNYARD MILLET  - 1KG,<p>AACHI - BARNYARD MILLET - 1KG</p>,AACHI,"Food, Beverages & Tobacco > Food Items > Grains, Rice & Cereal > Millet","",Rice,true,Title,Default Title,,,,,,,,89p4209311054,1000.0,,-16,deny,manual,5.99,,true,false,,,,,'8904209311054,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_3cc7b530-7b5d-40f9-ac63-42972706b6d1.png?v=1758039999,1,"",false,,,4686,,,,,,,,,,,,,,,,,,,,,,kg,,,active
haldiram-chatpata-masala-taka-tak-115gm,HALDIRAM  - CHATPATA MASALA TAKA TAK - 115GM,<p>HALDIRAM  - CHATPATA MASALA TAKA TAK - 115GM</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Snack Foods > Chips","",Chips,true,Title,Default Title,,,,,,,,'8904004418903,115.0,,0,deny,manual,1.99,,true,true,,,,,'8904004418903,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_cd6e5732-48fa-4292-a752-1e59f75f0376.png?v=1757723729,1,"",false,,,2392,,,,,,,,,,,,,,,,,,,,,,g,,,active
haldiram-papad-chavanu-150gm,HALDIRAM  - PAPAD CHAVANU - 150GM,<p>HALDIRAM - PAPAD CHAVANU - 150GM</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Snack Foods > Chips","",Chips,true,Title,Default Title,,,,,,,,'8904004404807,150.0,,0,deny,manual,1.99,,true,true,,,,,'8904004404807,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_00dc6dce-31ce-4a72-a38c-c71e564a4587.png?v=1757723503,1,"",false,,,2392,,,,,,,,,,,,,,,,,,,,,,g,,,active
haldiram-tomato-taka-taka-115gm,HALDIRAM  - TOMATO TAKA TAKA - 115GM,<p>HALDIRAM  - TOMATO TAKA TAKA - 115GM</p>,HALDIRAMS,"Food, Beverages & Tobacco > Food Items > Snack Foods","",Chips,true,Title,Default Title,,,,,,,,'900004407464,115.0,,-1,deny,manual,1.99,,true,true,,,,,'900004407464,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/IMAGE-EDIT_6e6cc58c-87ca-425b-900e-50c400412319.png?v=1757722994,1,"",false,,,423,,,,,,,,,,,,,,,,,,,,,,g,,,active
