Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,casecost (product.metafields.custom.casecost),caseqty (product.metafields.custom.caseqty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Flavor (product.metafields.shopify.flavor),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
shan-kheer-mix,SHAN KHEER MIX,<p>SHAN KHEER MIX - '788821063076</p>,SHAN,,"",Instant Mixes,false,Title,Default Title,,,,,,,,'788821063076,100.0,,-2,deny,manual,2.39,,true,false,,,,,'788821063076,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kheer-mix-apniroots-grocery-1.jpg?v=1734165067,1,SHAN KHEER MIX - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
shan-kheer-mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kheer-mix-apniroots-grocery-2.jpg?v=1734165067,2,SHAN KHEER MIX - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-keema-50gm,SHAN  -  KEEMA  -  50GM,<p>Shan - Keema - 50gm - '788821033147</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821033147,50.0,,-21,deny,manual,2.29,2.29,true,false,,,,,'788821033147,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-keema-50gm-apniroots-grocery-1.jpg?v=1747335067,1,Shan - Keema - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,'20.0,'12.0,,,,,,,,,,g,,1.67,active
shan-keema-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-keema-50gm-apniroots-grocery-2.jpg?v=1747335067,2,Shan - Keema - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-kat-a-kat-50gm,SHAN  -  KAT A KAT  -  50GM,<p>Shan - Kat A Kat - 50gm - '788821119025</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821119025,50.0,,0,deny,manual,2.29,2.29,true,false,,,,,'788821119025,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kat-a-kat-50gm-apniroots-grocery-1.jpg?v=1734165068,1,Shan - Kat A Kat - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-kat-a-kat-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kat-a-kat-50gm-apniroots-grocery-2.jpg?v=1734165068,2,Shan - Kat A Kat - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-karahi-50gm,SHAN  -  KARAHI  -  50GM,<p>Shan - Karahi - 50gm - '788821011145</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821011145,50.0,,-8,deny,manual,2.29,2.29,true,false,,,,,'788821011145,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-karahi-50gm-apniroots-grocery-1.jpg?v=1747335068,1,Shan - Karahi - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,'20.0,'12.0,,,,,,,,,,g,,1.67,active
shan-karahi-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-karahi-50gm-apniroots-grocery-2.jpg?v=1747335068,2,Shan - Karahi - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-karachi-beef-biryani-60gm,SHAN  -  KARACHI BEEF BIRYANI  -  60GM,<p>Shan - Karachi Beef Biryani - 60gm - '788821032027</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821032027,60.0,,-6,deny,manual,2.29,2.29,true,false,,,,,'788821032027,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-karachi-beef-biryani-60gm-apniroots-grocery-1.jpg?v=1747335069,1,Shan - Karachi Beef Biryani - 60gm - apniroots Grocery,false,,,,,,,,,,,,,,'20.0,'12.0,,,,,,,,,,g,,1.67,active
shan-karachi-beef-biryani-60gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-karachi-beef-biryani-60gm-apniroots-grocery-2.jpg?v=1747335069,2,Shan - Karachi Beef Biryani - 60gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-kabuli-rice-masala-70gm,SHAN  -  KABULI RICE MASALA  -  70GM,<p>Shan - Kabuli Rice Masala - 70gm - '788821004246</p>,SHAN,,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821004246,70.0,,0,deny,manual,2.29,,true,false,,,,,'788821004246,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kabuli-rice-masala-70gm-apniroots-grocery-1.jpg?v=1734165071,1,Shan - Kabuli Rice Masala - 70gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-kabuli-rice-masala-70gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kabuli-rice-masala-70gm-apniroots-grocery-2.jpg?v=1734165071,2,Shan - Kabuli Rice Masala - 70gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-kabsa-rice-masala-60gm,SHAN  -  KABSA RICE MASALA  -  60GM,<p>Shan - Kabsa Rice Masala - 60gm - '788821004291</p>,SHAN,,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821004291,60.0,,0,deny,manual,2.29,,true,false,,,,,'788821004291,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kabsa-rice-masala-60gm-apniroots-grocery-1.jpg?v=1734165072,1,Shan - Kabsa Rice Masala - 60gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-kabsa-rice-masala-60gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-kabsa-rice-masala-60gm-apniroots-grocery-2.jpg?v=1734165072,2,Shan - Kabsa Rice Masala - 60gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-indonesian-satay-40gm,SHAN  -  INDONESIAN SATAY  -  40GM,<p>Shan - Indonesian Satay - 40gm - '788821001801</p>,SHAN,,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821001801,40.0,,0,deny,manual,2.29,,true,false,,,,,'788821001801,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-indonesian-satay-40gm-apniroots-grocery-1.jpg?v=1734165072,1,Shan - Indonesian Satay - 40gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-indonesian-satay-40gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-indonesian-satay-40gm-apniroots-grocery-2.jpg?v=1734165073,2,Shan - Indonesian Satay - 40gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-hyd-mixed-pickle-1kg,SHAN HYD MIXED PICKLE 1KG,<p>SHAN HYD MIXED PICKLE 1KG - '788821104021</p>,SHAN,,"",Pickle,true,Title,Default Title,,,,,,,,'788821104021,1000.0,,-11,deny,manual,4.49,,true,false,,,,,'788821104021,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-hyd-mixed-pickle-1kg-apniroots-grocery-1.jpg?v=1734165073,1,SHAN HYD MIXED PICKLE 1KG - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-hyd-mixed-pickle-1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-hyd-mixed-pickle-1kg-apniroots-grocery-2.jpg?v=1734165073,2,SHAN HYD MIXED PICKLE 1KG - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-hyderabadi-mixed-pickle-1kg,Shan - Hyderabadi Mixed Pickle - 1kg,<p>Shan - Hyderabadi Mixed Pickle - 1kg - apniroots1315|788821104021</p>,SHAN,,"",Pickle,false,Title,Default Title,,,,,,,,apniroots1315|788821104021,1000.0,,0,deny,manual,5.99,,true,false,,,,,apniroots1315|788821104021,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-hyderabadi-mixed-pickle-1kg-apniroots-grocery-1.jpg?v=1734165074,1,Shan - Hyderabadi Mixed Pickle - 1kg - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
shan-hyderabadi-mixed-pickle-1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-hyderabadi-mixed-pickle-1kg-apniroots-grocery-2.jpg?v=1734165074,2,Shan - Hyderabadi Mixed Pickle - 1kg - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-hyderabadi-mixed-pic300gm,SHAN  -  HYDERABADI MIXED PIC -  300GM,<p>SHAN HYDERABADI MIXED PIC300GM - '788821082091</p>,SHAN,,"",Pickle,true,Title,Default Title,,,,,,,,'788821082091,300.0,shopify,53698,deny,manual,2.99,,true,false,,,,,'788821082091,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-hyderabadi-mixed-pic300gm-apniroots-grocery-1.jpg?v=1734165074,1,SHAN HYDERABADI MIXED PIC300GM - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-hyderabadi-mixed-pic300gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-hyderabadi-mixed-pic300gm-apniroots-grocery-2.jpg?v=1734165074,2,SHAN HYDERABADI MIXED PIC300GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-himalayan-salt-800g,SHAN  -  HIMALAYAN SALT  -  800GM,<p>SHAN HIMALAYAN SALT 800G - '788821002365</p>,SHAN,Uncategorized,"","'-- Sale --, Himalayan Salt, Masala Powder, Salt Sugar",true,Title,Default Title,,,,,,,,'788821002365,800.0,,-80,deny,manual,2.99,4.99,true,false,,,,,'788821002365,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-himalayan-salt-800g-apniroots-grocery-1.jpg?v=1747335071,1,SHAN HIMALAYAN SALT 800G - apniroots Grocery,false,,,,,,,,,,,,,,'12.0,'6.0,,,,,,,,,,g,,2.00,active
shan-himalayan-salt-800g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-himalayan-salt-800g-apniroots-grocery-2.jpg?v=1747335071,2,SHAN HIMALAYAN SALT 800G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-himalayan-basmati-rice-10lb,SHAN  -  HIMALAYAN BASMATI RICE  -  10LB- code888,<p>Shan - Himalayan Basmati Rice - 10lb - '630</p>,SHAN,,"",Rice,false,Title,Default Title,,,,,,,,'630,4535.0,shopify,0,deny,manual,15.99,,true,false,,,,,'630,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-himalayan-basmati-rice-10lb-apniroots-grocery-1.jpg?v=1734165075,1,Shan - Himalayan Basmati Rice - 10lb - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,draft
shan-haleem-50gm,SHAN  -  HALEEM  -  50GM,<p>Shan - Haleem - 50gm - '788821067142</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821067142,50.0,,0,deny,manual,2.29,2.29,true,false,,,,,'788821067142,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-haleem-50gm-apniroots-grocery-1.jpg?v=1747335072,1,Shan - Haleem - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,'20.0,'12.0,,,,,,,,,,g,,1.67,active
shan-haleem-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-haleem-50gm-apniroots-grocery-2.jpg?v=1747335072,2,Shan - Haleem - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-gulanjamun-mix,SHAN GULANJAMUN MIX,<p>SHAN GULANJAMUN MIX - '788821128096</p>,SHAN,,"",Instant Mixes,true,Title,Default Title,,,,,,,,'788821128096,100.0,,0,deny,manual,2.39,,true,false,,,,,'788821128096,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-gulanjamun-mix-apniroots-grocery-1.jpg?v=1734165077,1,SHAN GULANJAMUN MIX - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-gulanjamun-mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-gulanjamun-mix-apniroots-grocery-2.jpg?v=1734165077,2,SHAN GULANJAMUN MIX - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-green-raita-40gm,Shan - Green Raita - 40gm,<p>Shan - Green Raita - 40gm - '788821007827</p>,SHAN,,"",Masala Boxed,false,Title,Default Title,,,,,,,,'788821007827,40.0,shopify,0,deny,manual,2.29,,true,false,,,,,'788821007827,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-green-raita-40gm-apniroots-grocery-1.jpg?v=1734165078,1,Shan - Green Raita - 40gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
shan-green-raita-40gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-green-raita-40gm-apniroots-grocery-2.jpg?v=1734165078,2,Shan - Green Raita - 40gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-green-chutney-315gm,SHAN  -  GREEN CHUTNEY  -  315GM,<p>SHAN GREEN CHUTNEY-315GM - '788821003461</p>,SHAN,Uncategorized,"",Chutney & Sauces,true,Title,Default Title,,,,,,,,'788821003461,315.0,shopify,5681,deny,manual,2.99,,true,false,,,,,'788821003461,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-green-chutney-315gm-apniroots-grocery-1.jpg?v=1734165078,1,SHAN GREEN CHUTNEY-315GM - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-green-chutney-315gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-green-chutney-315gm-apniroots-grocery-2.jpg?v=1734165078,2,SHAN GREEN CHUTNEY-315GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-ginger-paste-700g,SHAN  -  GINGER PASTE  -  700GM,<p>SHAN GINGER PASTE 700G - '788821001191</p>,SHAN,Uncategorized,"",Cooking Paste,true,Title,Default Title,,,,,,,,'788821001191,700.0,,-34,deny,manual,5.99,6.99,true,false,,,,,'788821001191,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-ginger-paste-700g-apniroots-grocery-1.jpg?v=1747335073,1,SHAN GINGER PASTE 700G - apniroots Grocery,false,,,,,,,,,,,,,,'44.81,'12.0,,,,,,,,,,g,,3.73,active
shan-ginger-paste-700g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-ginger-paste-700g-apniroots-grocery-2.jpg?v=1747335073,2,SHAN GINGER PASTE 700G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-ginger-paste-310g,SHAN  -  GINGER PASTE  -  310GM,<p>SHAN GINGER PASTE 310G - '788821001160</p>,SHAN,Uncategorized,"",Cooking Paste,true,Title,Default Title,,,,,,,,'788821001160,310.0,,-12,deny,manual,3.99,,true,false,,,,,'788821001160,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-ginger-paste-310g-apniroots-grocery-1.jpg?v=1747335075,1,SHAN GINGER PASTE 310G - apniroots Grocery,false,,,,,,,,,,,,,,'28.8,'12.0,,,,,,,,,,g,,2.40,active
shan-ginger-paste-310g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-ginger-paste-310g-apniroots-grocery-2.jpg?v=1747335077,2,SHAN GINGER PASTE 310G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-ginger-garlic-paste-700,SHAN GINGER&GARLIC  PASTE 700,<p>SHAN GINGER&amp;GARLIC  PASTE 700 - '788821001214</p>,SHAN,Uncategorized,"","'-- Sale --, Cooking Paste",true,Title,Default Title,,,,,,,,'788821001214,700.0,,-434,deny,manual,5.99,5.99,true,false,,,,,'788821001214,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-gingerandgarlic-paste-700-apniroots-grocery-1.jpg?v=1747335078,1,SHAN GINGER&GARLIC PASTE 700 - apniroots Grocery,false,,,,,,,,,,,,,,'44.81,'12.0,,,,,,,,,,g,,3.73,active
shan-ginger-garlic-paste-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-gingerandgarlic-paste-700-apniroots-grocery-2.jpg?v=1747335078,2,SHAN GINGER&GARLIC PASTE 700 - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-garlic-pickle320g,SHAN  -  GARLIC PICKLE  -  320GM,<p>SHAN GARLIC PICKLE320G - '788821079183</p>,SHAN,,"",Pickle,true,Title,Default Title,,,,,,,,'788821079183,320.0,shopify,0,deny,manual,2.99,,true,false,,,,,'788821079183,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garlic-pickle320g-apniroots-grocery-1.jpg?v=1734165082,1,SHAN GARLIC PICKLE320G - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-garlic-pickle320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garlic-pickle320g-apniroots-grocery-2.jpg?v=1734165082,2,SHAN GARLIC PICKLE320G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-garlic-paste-700g,SHAN  -  GARLIC PASTE  -  700GM,<p>SHAN GARLIC PASTE 700G - '788821001207</p>,SHAN,Uncategorized,"",Cooking Paste,true,Title,Default Title,,,,,,,,'788821001207,700.0,,-28,deny,manual,5.99,6.99,true,false,,,,,'788821001207,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garlic-paste-700g-apniroots-grocery-1.jpg?v=1747335079,1,SHAN GARLIC PASTE 700G - apniroots Grocery,false,,,,,,,,,,,,,,'44.81,'12.0,,,,,,,,,,g,,3.73,active
shan-garlic-paste-700g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garlic-paste-700g-apniroots-grocery-2.jpg?v=1747335079,2,SHAN GARLIC PASTE 700G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-garlic-paste-310g,SHAN  -  GARLIC PASTE  -  310GM,<p>SHAN GARLIC PASTE 310G - '788821001177</p>,SHAN,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'788821001177,310.0,,-21,deny,manual,3.99,,true,false,,,,,'788821001177,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garlic-paste-310g-apniroots-grocery-1.jpg?v=1747335079,1,SHAN GARLIC PASTE 310G - apniroots Grocery,false,,,,,,,,,,,,,,'28.8,'12.0,,,,,,,,,,g,,2.40,active
shan-garlic-paste-310g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garlic-paste-310g-apniroots-grocery-2.jpg?v=1747335080,2,SHAN GARLIC PASTE 310G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-garam-masala-mix100g,SHAN  -  GARAM MASALA MIX  -  100GM,<p>SHAN GARAM MASALA MIX100G - '788821060099</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821060099,100.0,shopify,58736,deny,manual,3.99,,true,false,,,,,'788821060099,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garam-masala-mix100g-apniroots-grocery-1.jpg?v=1747335080,1,SHAN GARAM MASALA MIX100G - apniroots Grocery,false,,,,,,,,,,,,,,'34.0,'12.0,,,,,,,,,,g,,2.83,active
shan-garam-masala-mix100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-garam-masala-mix100g-apniroots-grocery-2.jpg?v=1747335081,2,SHAN GARAM MASALA MIX100G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-gajar-halwa-mix-100g,SHAN GAJAR HALWA MIX 100G,<p>SHAN GAJAR HALWA MIX 100G - '788821126054</p>,SHAN,,"",Instant Mixes,false,Title,Default Title,,,,,,,,'788821126054,100.0,shopify,0,deny,manual,2.39,,true,false,,,,,'788821126054,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-gajar-halwa-mix-100g-apniroots-grocery-1.jpg?v=1734165085,1,SHAN GAJAR HALWA MIX 100G - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
shan-gajar-halwa-mix-100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-gajar-halwa-mix-100g-apniroots-grocery-2.jpg?v=1734165085,2,SHAN GAJAR HALWA MIX 100G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-fruit-chat-masala-50gm,SHAN  -  FRUIT CHAT MASALA  -  50GM,<p>Shan - Fruit Chat Masala - 50gm - '788821017024</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821017024,50.0,,-16,deny,manual,2.29,2.29,true,false,,,,,'788821017024,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fruit-chat-masala-50gm-apniroots-grocery-1.jpg?v=1734165085,1,Shan - Fruit Chat Masala - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-fruit-chat-masala-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fruit-chat-masala-50gm-apniroots-grocery-2.jpg?v=1734165085,2,Shan - Fruit Chat Masala - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-fried-fish-50gm,SHAN  -  FRIED FISH  -  50GM,<p>Shan - Fried Fish - 50gm - '788821009142</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821009142,50.0,,-6,deny,manual,2.29,2.29,true,false,,,,,'788821009142,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fried-fish-50gm-apniroots-grocery-1.jpg?v=1747335081,1,Shan - Fried Fish - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,'20.0,'12.0,,,,,,,,,,g,,1.67,active
shan-fried-fish-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fried-fish-50gm-apniroots-grocery-2.jpg?v=1747335082,2,Shan - Fried Fish - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-fried-chops-or-steaks-masala-50gm,SHAN  -  FRIED CHOPS OR STEAKS MASALA  -  50GM,<p>Shan - Fried Chops Or Steaks Masala - 50gm - '788821115010</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821115010,50.0,,-1,deny,manual,1.69,2.29,true,false,,,,,'788821115010,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fried-chops-or-steaks-masala-50gm-apniroots-grocery-1.jpg?v=1747335082,1,Shan - Fried Chops Or Steaks Masala - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,'20.0,'12.0,,,,,,,,,,g,,1.67,active
shan-fried-chops-or-steaks-masala-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fried-chops-or-steaks-masala-50gm-apniroots-grocery-2.jpg?v=1747335083,2,Shan - Fried Chops Or Steaks Masala - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-fish-biryani-masala-50gm,SHAN  -  FISH BIRYANI MASALA  -  50GM,<p>Shan - Fish Biryani Masala - 50gm - '788821060051</p>,SHAN,Uncategorized,"",Masala Boxed,true,Title,Default Title,,,,,,,,'788821060051,50.0,,-4,deny,manual,2.29,2.29,true,false,,,,,'788821060051,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fish-biryani-masala-50gm-apniroots-grocery-1.jpg?v=1734165088,1,Shan - Fish Biryani Masala - 50gm - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
shan-fish-biryani-masala-50gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-fish-biryani-masala-50gm-apniroots-grocery-2.jpg?v=1734165088,2,Shan - Fish Biryani Masala - 50gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shan-filipino-beef-steak-40gm,SHAN FILIPINO BEEF STEAK-40GM,<p>SHAN FILIPINO BEEF STEAK-40GM - '788821001788</p>,SHAN,Uncategorized,"",Masala Boxed,false,Title,Default Title,,,,,,,,'788821001788,40.0,,0,deny,manual,1.69,2.29,true,false,,,,,'788821001788,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/shan-filipino-beef-steak-40gm-apniroots-grocery-1.jpg?v=1734165089,1,SHAN FILIPINO BEEF STEAK-40GM - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
